State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Maharashtra,BEED,Gram,2002-03,Rabi,21100,Hectare,,Tonnes,0.492890995260663
Maharashtra,BEED,Gram,2003-04,Rabi,24300,Hectare,,Tonnes,0.345679012345679
Maharashtra,BHANDARA,Gram,2001-02,Rabi,3800,Hectare,,Tonnes,0.552631578947368
Maharashtra,BHANDARA,Gram,2002-03,Rabi,3800,Hectare,,Tonnes,0.421052631578947
Maharashtra,BHANDARA,Gram,2003-04,Rabi,4000,Hectare,,Tonnes,0.55
Maharashtra,BULDHANA,Gram,2001-02,Rabi,23800,Hectare,,Tonnes,0.605042016806722
Maharashtra,BULDHANA,Gram,2002-03,Rabi,29300,Hectare,,Tonnes,0.546075085324232
Maharashtra,BULDHANA,Gram,2003-04,Rabi,33100,Hectare,,Tonnes,0.422960725075528
Maharashtra,CHANDRAPUR,Gram,2001-02,Rabi,11700,Hectare,,Tonnes,0.41025641025641
Maharashtra,CHANDRAPUR,Gram,2002-03,Rabi,10500,Hectare,,Tonnes,0.342857142857142
Maharashtra,CHANDRAPUR,Gram,2003-04,Rabi,22600,Hectare,,Tonnes,0.398230088495575
Maharashtra,DHULE,Gram,2001-02,Rabi,8400,Hectare,,Tonnes,0.547619047619047
Maharashtra,DHULE,Gram,2002-03,Rabi,11300,Hectare,,Tonnes,0.663716814159292
Maharashtra,DHULE,Gram,2003-04,Rabi,14300,Hectare,,Tonnes,0.699300699300699
Maharashtra,GADCHIROLI,Gram,2001-02,Rabi,2300,Hectare,,Tonnes,0.608695652173913
Maharashtra,GADCHIROLI,Gram,2002-03,Rabi,2200,Hectare,,Tonnes,0.409090909090909
Maharashtra,GADCHIROLI,Gram,2003-04,Rabi,2300,Hectare,,Tonnes,0.434782608695652
Maharashtra,GONDIA,Gram,2001-02,Rabi,2600,Hectare,,Tonnes,0.461538461538461
Maharashtra,GONDIA,Gram,2002-03,Rabi,2800,Hectare,,Tonnes,0.392857142857142
Maharashtra,GONDIA,Gram,2003-04,Rabi,3000,Hectare,,Tonnes,0.533333333333333
Maharashtra,HINGOLI,Gram,2001-02,Rabi,21600,Hectare,,Tonnes,0.574074074074074
Maharashtra,HINGOLI,Gram,2002-03,Rabi,26500,Hectare,,Tonnes,0.70188679245283
Maharashtra,HINGOLI,Gram,2003-04,Rabi,28900,Hectare,,Tonnes,0.539792387543252
Maharashtra,JALGAON,Gram,2001-02,Rabi,27100,Hectare,,Tonnes,0.900369003690036
Maharashtra,JALGAON,Gram,2002-03,Rabi,35200,Hectare,,Tonnes,1.01988636363636
Maharashtra,JALGAON,Gram,2003-04,Rabi,45000,Hectare,,Tonnes,0.853333333333333
Maharashtra,JALNA,Gram,2001-02,Rabi,15600,Hectare,,Tonnes,0.641025641025641
Maharashtra,JALNA,Gram,2002-03,Rabi,15700,Hectare,,Tonnes,0.75796178343949
Maharashtra,JALNA,Gram,2003-04,Rabi,13100,Hectare,,Tonnes,0.519083969465648
Maharashtra,KOLHAPUR,Gram,2001-02,Rabi,13900,Hectare,,Tonnes,0.625899280575539
Maharashtra,KOLHAPUR,Gram,2002-03,Rabi,12100,Hectare,,Tonnes,0.776859504132231
Maharashtra,KOLHAPUR,Gram,2003-04,Rabi,11700,Hectare,,Tonnes,0.786324786324786
Maharashtra,LATUR,Gram,2001-02,Rabi,36900,Hectare,,Tonnes,0.463414634146341
Maharashtra,LATUR,Gram,2002-03,Rabi,36500,Hectare,,Tonnes,0.465753424657534
Maharashtra,LATUR,Gram,2003-04,Rabi,40200,Hectare,,Tonnes,0.420398009950248
Maharashtra,NAGPUR,Gram,2001-02,Rabi,30300,Hectare,19400,Tonnes,0.64026402640264
Maharashtra,NAGPUR,Gram,2002-03,Rabi,31900,Hectare,17800,Tonnes,0.557993730407523
Maharashtra,NAGPUR,Gram,2003-04,Rabi,37700,Hectare,24000,Tonnes,0.636604774535809
Maharashtra,NANDED,Gram,2001-02,Rabi,26000,Hectare,15800,Tonnes,0.607692307692307
Maharashtra,NANDED,Gram,2002-03,Rabi,33200,Hectare,22700,Tonnes,0.683734939759036
Maharashtra,NANDED,Gram,2003-04,Rabi,37500,Hectare,25800,Tonnes,0.688
Maharashtra,NANDURBAR,Gram,2001-02,Rabi,9800,Hectare,4500,Tonnes,0.459183673469387
Maharashtra,NANDURBAR,Gram,2002-03,Rabi,11500,Hectare,7400,Tonnes,0.643478260869565
Maharashtra,NANDURBAR,Gram,2003-04,Rabi,12400,Hectare,9100,Tonnes,0.733870967741935
Maharashtra,NASHIK,Gram,2001-02,Rabi,28200,Hectare,14000,Tonnes,0.496453900709219
Maharashtra,NASHIK,Gram,2002-03,Rabi,31200,Hectare,17300,Tonnes,0.554487179487179
Maharashtra,NASHIK,Gram,2003-04,Rabi,30600,Hectare,16400,Tonnes,0.5359477124183
Maharashtra,OSMANABAD,Gram,2001-02,Rabi,58400,Hectare,30600,Tonnes,0.523972602739726
Maharashtra,OSMANABAD,Gram,2002-03,Rabi,58400,Hectare,22200,Tonnes,0.380136986301369
Maharashtra,OSMANABAD,Gram,2003-04,Rabi,59900,Hectare,11700,Tonnes,0.195325542570951
Maharashtra,PARBHANI,Gram,2001-02,Rabi,39200,Hectare,21000,Tonnes,0.535714285714285
Maharashtra,PARBHANI,Gram,2002-03,Rabi,42800,Hectare,24600,Tonnes,0.574766355140186
Maharashtra,PARBHANI,Gram,2003-04,Rabi,44400,Hectare,22800,Tonnes,0.513513513513513
Maharashtra,PUNE,Gram,2001-02,Rabi,56200,Hectare,35100,Tonnes,0.624555160142348
Maharashtra,PUNE,Gram,2002-03,Rabi,54600,Hectare,27700,Tonnes,0.507326007326007
Maharashtra,PUNE,Gram,2003-04,Rabi,32200,Hectare,16400,Tonnes,0.509316770186335
Maharashtra,RAIGAD,Gram,2001-02,Rabi,2000,Hectare,1000,Tonnes,0.5
Maharashtra,RAIGAD,Gram,2002-03,Rabi,1400,Hectare,900,Tonnes,0.642857142857142
Maharashtra,RAIGAD,Gram,2003-04,Rabi,1300,Hectare,900,Tonnes,0.692307692307692
Maharashtra,SANGLI,Gram,2001-02,Rabi,30800,Hectare,22800,Tonnes,0.74025974025974
Maharashtra,SANGLI,Gram,2002-03,Rabi,26500,Hectare,14700,Tonnes,0.554716981132075
Maharashtra,SANGLI,Gram,2003-04,Rabi,19000,Hectare,11400,Tonnes,0.6
Maharashtra,SATARA,Gram,2001-02,Rabi,25400,Hectare,15600,Tonnes,0.614173228346456
Maharashtra,SATARA,Gram,2002-03,Rabi,22000,Hectare,6600,Tonnes,0.3
Maharashtra,SATARA,Gram,2003-04,Rabi,13100,Hectare,7500,Tonnes,0.572519083969465
Maharashtra,SOLAPUR,Gram,2001-02,Rabi,31600,Hectare,17500,Tonnes,0.55379746835443
Maharashtra,SOLAPUR,Gram,2002-03,Rabi,31900,Hectare,13800,Tonnes,0.432601880877742
Maharashtra,SOLAPUR,Gram,2003-04,Rabi,28000,Hectare,5100,Tonnes,0.182142857142857
Maharashtra,THANE,Gram,2001-02,Rabi,3800,Hectare,1900,Tonnes,0.5
Maharashtra,THANE,Gram,2002-03,Rabi,3500,Hectare,2300,Tonnes,0.657142857142857
Maharashtra,THANE,Gram,2003-04,Rabi,3700,Hectare,2500,Tonnes,0.675675675675675
Maharashtra,WARDHA,Gram,2001-02,Rabi,19700,Hectare,12300,Tonnes,0.624365482233502
Maharashtra,WARDHA,Gram,2002-03,Rabi,25200,Hectare,12000,Tonnes,0.476190476190476
Maharashtra,WARDHA,Gram,2003-04,Rabi,31000,Hectare,19600,Tonnes,0.632258064516129
Maharashtra,WASHIM,Gram,2001-02,Rabi,29100,Hectare,21400,Tonnes,0.735395189003436
Maharashtra,WASHIM,Gram,2002-03,Rabi,32800,Hectare,22500,Tonnes,0.685975609756097
Maharashtra,WASHIM,Gram,2003-04,Rabi,29200,Hectare,19300,Tonnes,0.660958904109589
Maharashtra,YAVATMAL,Gram,2001-02,Rabi,15600,Hectare,9800,Tonnes,0.628205128205128
Maharashtra,YAVATMAL,Gram,2002-03,Rabi,16800,Hectare,8800,Tonnes,0.523809523809523
Maharashtra,YAVATMAL,Gram,2003-04,Rabi,21600,Hectare,14800,Tonnes,0.685185185185185
Maharashtra,AHMEDNAGAR,Groundnut,2001-02,Kharif,5700,Hectare,4500,Tonnes,0.789473684210526
Maharashtra,AHMEDNAGAR,Groundnut,2001-02,Summer,11000,Hectare,17200,Tonnes,1.56363636363636
Maharashtra,AHMEDNAGAR,Groundnut,2002-03,Kharif,5800,Hectare,4000,Tonnes,0.689655172413793
Maharashtra,AHMEDNAGAR,Groundnut,2002-03,Summer,5800,Hectare,9900,Tonnes,1.70689655172413
Maharashtra,AHMEDNAGAR,Groundnut,2003-04,Kharif,4200,Hectare,2600,Tonnes,0.619047619047619
Maharashtra,AHMEDNAGAR,Groundnut,2003-04,Summer,1300,Hectare,2400,Tonnes,1.84615384615384
Maharashtra,AKOLA,Groundnut,2001-02,Summer,1400,Hectare,1600,Tonnes,1.14285714285714
Maharashtra,AKOLA,Groundnut,2002-03,Summer,900,Hectare,1800,Tonnes,2
Maharashtra,AKOLA,Groundnut,2003-04,Kharif,100,Hectare,100,Tonnes,1
Maharashtra,AKOLA,Groundnut,2003-04,Summer,700,Hectare,700,Tonnes,1
Maharashtra,AMRAVATI,Groundnut,2001-02,Kharif,3400,Hectare,3400,Tonnes,1
Maharashtra,AMRAVATI,Groundnut,2001-02,Summer,100,Hectare,100,Tonnes,1
Maharashtra,AMRAVATI,Groundnut,2002-03,Kharif,2400,Hectare,1400,Tonnes,0.583333333333333
Maharashtra,AMRAVATI,Groundnut,2002-03,Summer,100,Hectare,100,Tonnes,1
Maharashtra,AMRAVATI,Groundnut,2003-04,Kharif,1700,Hectare,1300,Tonnes,0.764705882352941
Maharashtra,AMRAVATI,Groundnut,2003-04,Summer,300,Hectare,400,Tonnes,1.33333333333333
Maharashtra,AURANGABAD,Groundnut,2001-02,Kharif,5500,Hectare,2300,Tonnes,0.418181818181818
Maharashtra,AURANGABAD,Groundnut,2001-02,Summer,400,Hectare,500,Tonnes,1.25
Maharashtra,AURANGABAD,Groundnut,2002-03,Kharif,8200,Hectare,5800,Tonnes,0.707317073170731
Maharashtra,AURANGABAD,Groundnut,2002-03,Summer,200,Hectare,400,Tonnes,2
Maharashtra,AURANGABAD,Groundnut,2003-04,Kharif,8900,Hectare,4400,Tonnes,0.49438202247191
Maharashtra,AURANGABAD,Groundnut,2003-04,Summer,100,Hectare,100,Tonnes,1
Maharashtra,BEED,Groundnut,2001-02,Kharif,9800,Hectare,4700,Tonnes,0.479591836734693
Maharashtra,BEED,Groundnut,2001-02,Summer,2600,Hectare,2400,Tonnes,0.923076923076923
Maharashtra,BEED,Groundnut,2002-03,Kharif,9300,Hectare,4700,Tonnes,0.505376344086021
Maharashtra,BEED,Groundnut,2002-03,Summer,1900,Hectare,1800,Tonnes,0.947368421052631
Maharashtra,BEED,Groundnut,2003-04,Kharif,9300,Hectare,3600,Tonnes,0.387096774193548
Maharashtra,BEED,Groundnut,2003-04,Summer,600,Hectare,,Tonnes,1.33333333333333
Maharashtra,BHANDARA,Groundnut,2002-03,Kharif,200,Hectare,,Tonnes,0.5
Maharashtra,BHANDARA,Groundnut,2002-03,Summer,100,Hectare,,Tonnes,1
Maharashtra,BHANDARA,Groundnut,2003-04,Kharif,100,Hectare,,Tonnes,1
Maharashtra,BHANDARA,Groundnut,2003-04,Summer,100,Hectare,,Tonnes,1
Maharashtra,BULDHANA,Groundnut,2001-02,Kharif,2700,Hectare,,Tonnes,0.592592592592592
Maharashtra,BULDHANA,Groundnut,2001-02,Summer,600,Hectare,,Tonnes,1
Maharashtra,BULDHANA,Groundnut,2002-03,Kharif,1400,Hectare,,Tonnes,0.642857142857142
Maharashtra,BULDHANA,Groundnut,2002-03,Summer,700,Hectare,,Tonnes,1.14285714285714
Maharashtra,BULDHANA,Groundnut,2003-04,Kharif,700,Hectare,,Tonnes,0.857142857142857
Maharashtra,BULDHANA,Groundnut,2003-04,Summer,400,Hectare,,Tonnes,1
Maharashtra,CHANDRAPUR,Groundnut,2001-02,Summer,100,Hectare,,Tonnes,1
Maharashtra,CHANDRAPUR,Groundnut,2002-03,Summer,100,Hectare,,Tonnes,2
Maharashtra,DHULE,Groundnut,2001-02,Kharif,33000,Hectare,,Tonnes,0.645454545454545
Maharashtra,DHULE,Groundnut,2001-02,Summer,5400,Hectare,,Tonnes,1.55555555555555
Maharashtra,DHULE,Groundnut,2002-03,Kharif,33100,Hectare,,Tonnes,0.59214501510574
Maharashtra,DHULE,Groundnut,2002-03,Summer,6300,Hectare,,Tonnes,1.23809523809523
Maharashtra,DHULE,Groundnut,2003-04,Kharif,31600,Hectare,,Tonnes,1.03481012658227
Maharashtra,DHULE,Groundnut,2003-04,Summer,6300,Hectare,,Tonnes,1.12698412698412
Maharashtra,GADCHIROLI,Groundnut,2003-04,Summer,100,Hectare,,Tonnes,1
Maharashtra,GONDIA,Groundnut,2001-02,Summer,100,Hectare,,Tonnes,1
Maharashtra,HINGOLI,Groundnut,2001-02,Summer,4200,Hectare,,Tonnes,1.35714285714285
Maharashtra,HINGOLI,Groundnut,2002-03,Kharif,200,Hectare,,Tonnes,0.5
Maharashtra,HINGOLI,Groundnut,2002-03,Summer,5100,Hectare,,Tonnes,1.29411764705882
Maharashtra,HINGOLI,Groundnut,2003-04,Kharif,400,Hectare,,Tonnes,0.25
Maharashtra,HINGOLI,Groundnut,2003-04,Summer,2700,Hectare,,Tonnes,1.18518518518518
Maharashtra,JALGAON,Groundnut,2001-02,Kharif,5800,Hectare,,Tonnes,0.586206896551724
Maharashtra,JALGAON,Groundnut,2001-02,Summer,1900,Hectare,,Tonnes,1.1578947368421
Maharashtra,JALGAON,Groundnut,2002-03,Kharif,5700,Hectare,,Tonnes,0.87719298245614
Maharashtra,JALGAON,Groundnut,2002-03,Summer,2600,Hectare,,Tonnes,1.34615384615384
Maharashtra,JALGAON,Groundnut,2003-04,Kharif,5200,Hectare,,Tonnes,0.923076923076923
Maharashtra,JALGAON,Groundnut,2003-04,Summer,3500,Hectare,,Tonnes,1.22857142857142
Maharashtra,JALNA,Groundnut,2001-02,Kharif,1600,Hectare,,Tonnes,0.4375
Maharashtra,JALNA,Groundnut,2001-02,Summer,700,Hectare,,Tonnes,1.28571428571428
Maharashtra,JALNA,Groundnut,2002-03,Kharif,1200,Hectare,,Tonnes,0.833333333333333
Maharashtra,JALNA,Groundnut,2002-03,Summer,100,Hectare,,Tonnes,1
Maharashtra,JALNA,Groundnut,2003-04,Kharif,1100,Hectare,,Tonnes,0.727272727272727
Maharashtra,JALNA,Groundnut,2003-04,Summer,100,Hectare,,Tonnes,
Maharashtra,KOLHAPUR,Groundnut,2001-02,Kharif,66900,Hectare,,Tonnes,
Maharashtra,KOLHAPUR,Groundnut,2001-02,Summer,2400,Hectare,,Tonnes,
Maharashtra,KOLHAPUR,Groundnut,2002-03,Kharif,65200,Hectare,,Tonnes,
Maharashtra,KOLHAPUR,Groundnut,2002-03,Summer,2800,Hectare,,Tonnes,
Maharashtra,KOLHAPUR,Groundnut,2003-04,Kharif,63700,Hectare,,Tonnes,1.7032967032967
Maharashtra,KOLHAPUR,Groundnut,2003-04,Summer,2800,Hectare,,Tonnes,2.67857142857142
Maharashtra,LATUR,Groundnut,2001-02,Kharif,14200,Hectare,,Tonnes,0.345070422535211
Maharashtra,LATUR,Groundnut,2001-02,Summer,400,Hectare,,Tonnes,1
Maharashtra,LATUR,Groundnut,2002-03,Kharif,13800,Hectare,,Tonnes,0.36231884057971
Maharashtra,LATUR,Groundnut,2002-03,Summer,200,Hectare,,Tonnes,0.5
Maharashtra,LATUR,Groundnut,2003-04,Kharif,12400,Hectare,,Tonnes,0.193548387096774
Maharashtra,LATUR,Groundnut,2003-04,Summer,200,Hectare,,Tonnes,0.5
Maharashtra,NAGPUR,Groundnut,2001-02,Kharif,9800,Hectare,,Tonnes,0.673469387755102
Maharashtra,NAGPUR,Groundnut,2001-02,Summer,1000,Hectare,,Tonnes,1.2
Maharashtra,NAGPUR,Groundnut,2002-03,Kharif,7100,Hectare,,Tonnes,0.633802816901408
Maharashtra,NAGPUR,Groundnut,2002-03,Summer,300,Hectare,,Tonnes,2
Maharashtra,NAGPUR,Groundnut,2003-04,Kharif,7400,Hectare,,Tonnes,0.905405405405405
Maharashtra,NAGPUR,Groundnut,2003-04,Summer,300,Hectare,,Tonnes,1
Maharashtra,NANDED,Groundnut,2001-02,Kharif,200,Hectare,,Tonnes,0.5
Maharashtra,NANDED,Groundnut,2001-02,Summer,10100,Hectare,,Tonnes,1.1089108910891
Maharashtra,NANDED,Groundnut,2002-03,Kharif,300,Hectare,,Tonnes,0.666666666666666
Maharashtra,NANDED,Groundnut,2002-03,Summer,7300,Hectare,,Tonnes,1.42465753424657
Maharashtra,NANDED,Groundnut,2003-04,Kharif,200,Hectare,,Tonnes,0.5
Maharashtra,NANDED,Groundnut,2003-04,Summer,6800,Hectare,,Tonnes,1.47058823529411
Maharashtra,NANDURBAR,Groundnut,2001-02,Kharif,9000,Hectare,,Tonnes,0.6
Maharashtra,NANDURBAR,Groundnut,2001-02,Summer,3700,Hectare,,Tonnes,1.05405405405405
Manipur,UKHRUL,Dry chillies,2001-02,Whole Year,1090,Hectare,,Tonnes,0.596330275229357
Manipur,UKHRUL,Dry chillies,2002-03,Whole Year,840,Hectare,,Tonnes,0.607142857142857
Manipur,UKHRUL,Dry chillies,2003-04,Whole Year,340,Hectare,,Tonnes,0.0588235294117647
Manipur,CHANDEL,Ginger,2001-02,Kharif,330,Hectare,,Tonnes,1.63636363636363
Manipur,CHANDEL,Ginger,2002-03,Kharif,130,Hectare,,Tonnes,1.61538461538461
Manipur,CHANDEL,Ginger,2003-04,Kharif,250,Hectare,,Tonnes,1.64
Manipur,CHURACHANDPUR,Ginger,2001-02,Kharif,1360,Hectare,,Tonnes,1.65441176470588
Manipur,CHURACHANDPUR,Ginger,2002-03,Kharif,620,Hectare,,Tonnes,1.64516129032258
Manipur,CHURACHANDPUR,Ginger,2003-04,Kharif,,Hectare,,Tonnes,1.64864864864864
Manipur,IMPHAL EAST,Ginger,2003-04,Kharif,,Hectare,,Tonnes,1.5
Manipur,SENAPATI,Ginger,2001-02,Kharif,,Hectare,,Tonnes,
Manipur,SENAPATI,Ginger,2002-03,Kharif,,Hectare,,Tonnes,
Manipur,SENAPATI,Ginger,2003-04,Kharif,,Hectare,,Tonnes,
Manipur,TAMENGLONG,Ginger,2001-02,Kharif,,Hectare,,Tonnes,
Manipur,TAMENGLONG,Ginger,2002-03,Kharif,140,Hectare,,Tonnes,
Manipur,TAMENGLONG,Ginger,2003-04,Kharif,110,Hectare,,Tonnes,
Manipur,THOUBAL,Ginger,2001-02,Kharif,180,Hectare,,Tonnes,
Manipur,THOUBAL,Ginger,2002-03,Kharif,100,Hectare,,Tonnes,
Manipur,THOUBAL,Ginger,2003-04,Kharif,170,Hectare,,Tonnes,1.64705882352941
Manipur,UKHRUL,Ginger,2001-02,Kharif,110,Hectare,,Tonnes,1.63636363636363
Manipur,UKHRUL,Ginger,2002-03,Kharif,180,Hectare,,Tonnes,1.66666666666666
Manipur,UKHRUL,Ginger,2003-04,Kharif,240,Hectare,,Tonnes,1.66666666666666
Manipur,CHANDEL,Maize,2001-02,Kharif,360,Hectare,,Tonnes,3.13888888888888
Manipur,CHANDEL,Maize,2002-03,Kharif,430,Hectare,,Tonnes,2.97674418604651
Manipur,CHANDEL,Maize,2003-04,Kharif,210,Hectare,,Tonnes,3.14285714285714
Manipur,CHURACHANDPUR,Maize,2001-02,Kharif,1180,Hectare,,Tonnes,1.51694915254237
Manipur,CHURACHANDPUR,Maize,2003-04,Kharif,230,Hectare,,Tonnes,1.17391304347826
Manipur,SENAPATI,Maize,2001-02,Kharif,2440,Hectare,,Tonnes,2.58196721311475
Manipur,SENAPATI,Maize,2002-03,Kharif,2540,Hectare,,Tonnes,2.5
Manipur,SENAPATI,Maize,2003-04,Kharif,1480,Hectare,,Tonnes,3.56081081081081
Manipur,UKHRUL,Maize,2001-02,Kharif,1080,Hectare,,Tonnes,0.805555555555555
Manipur,UKHRUL,Maize,2002-03,Kharif,570,Hectare,,Tonnes,1.12280701754385
Manipur,UKHRUL,Maize,2003-04,Kharif,420,Hectare,,Tonnes,
Manipur,BISHNUPUR,Onion,2001-02,Whole Year,100,Hectare,,Tonnes,
Manipur,BISHNUPUR,Onion,2002-03,Whole Year,20,Hectare,,Tonnes,
Manipur,BISHNUPUR,Onion,2003-04,Whole Year,80,Hectare,,Tonnes,
Manipur,IMPHAL EAST,Onion,2001-02,Whole Year,40,Hectare,,Tonnes,
Manipur,IMPHAL EAST,Onion,2002-03,Whole Year,10,Hectare,,Tonnes,
Manipur,IMPHAL EAST,Onion,2003-04,Whole Year,10,Hectare,,Tonnes,
Manipur,IMPHAL WEST,Onion,2001-02,Whole Year,40,Hectare,,Tonnes,
Manipur,IMPHAL WEST,Onion,2002-03,Whole Year,70,Hectare,,Tonnes,
Manipur,IMPHAL WEST,Onion,2003-04,Whole Year,30,Hectare,,Tonnes,
Manipur,SENAPATI,Onion,2001-02,Whole Year,110,Hectare,,Tonnes,
Manipur,SENAPATI,Onion,2002-03,Whole Year,80,Hectare,,Tonnes,
Manipur,SENAPATI,Onion,2003-04,Whole Year,200,Hectare,,Tonnes,
Manipur,THOUBAL,Onion,2001-02,Whole Year,350,Hectare,740,Tonnes,
Manipur,THOUBAL,Onion,2002-03,Whole Year,50,Hectare,110,Tonnes,
Manipur,THOUBAL,Onion,2003-04,Whole Year,630,Hectare,1340,Tonnes,
Manipur,UKHRUL,Onion,2002-03,Whole Year,10,Hectare,20,Tonnes,2
Manipur,UKHRUL,Onion,2003-04,Whole Year,20,Hectare,40,Tonnes,2
Manipur,BISHNUPUR,Other Kharif pulses,2001-02,Kharif,360,Hectare,180,Tonnes,0.5
Manipur,BISHNUPUR,Other Kharif pulses,2002-03,Kharif,140,Hectare,70,Tonnes,0.5
Manipur,BISHNUPUR,Other Kharif pulses,2003-04,Kharif,360,Hectare,180,Tonnes,0.5
Manipur,CHANDEL,Other Kharif pulses,2003-04,Kharif,20,Hectare,10,Tonnes,0.5
Manipur,CHURACHANDPUR,Other Kharif pulses,2001-02,Kharif,20,Hectare,10,Tonnes,0.5
Manipur,CHURACHANDPUR,Other Kharif pulses,2002-03,Kharif,100,Hectare,50,Tonnes,0.5
Manipur,IMPHAL EAST,Other Kharif pulses,2001-02,Kharif,270,Hectare,140,Tonnes,0.518518518518518
Manipur,IMPHAL EAST,Other Kharif pulses,2003-04,Kharif,260,Hectare,130,Tonnes,0.5
Manipur,IMPHAL WEST,Other Kharif pulses,2001-02,Kharif,330,Hectare,160,Tonnes,0.484848484848484
Manipur,IMPHAL WEST,Other Kharif pulses,2002-03,Kharif,90,Hectare,50,Tonnes,0.555555555555555
Manipur,IMPHAL WEST,Other Kharif pulses,2003-04,Kharif,190,Hectare,100,Tonnes,0.526315789473684
Manipur,SENAPATI,Other Kharif pulses,2001-02,Kharif,430,Hectare,220,Tonnes,0.511627906976744
Manipur,SENAPATI,Other Kharif pulses,2002-03,Kharif,950,Hectare,480,Tonnes,0.505263157894736
Manipur,SENAPATI,Other Kharif pulses,2003-04,Kharif,960,Hectare,490,Tonnes,0.510416666666666
Manipur,TAMENGLONG,Other Kharif pulses,2001-02,Kharif,50,Hectare,30,Tonnes,0.6
Manipur,TAMENGLONG,Other Kharif pulses,2003-04,Kharif,20,Hectare,10,Tonnes,0.5
Manipur,THOUBAL,Other Kharif pulses,2001-02,Kharif,410,Hectare,210,Tonnes,0.512195121951219
Manipur,THOUBAL,Other Kharif pulses,2003-04,Kharif,320,Hectare,160,Tonnes,0.5
Manipur,UKHRUL,Other Kharif pulses,2003-04,Kharif,210,Hectare,110,Tonnes,0.523809523809523
Manipur,BISHNUPUR,Peas & beans (Pulses),2001-02,Kharif,170,Hectare,80,Tonnes,0.470588235294117
Manipur,BISHNUPUR,Peas & beans (Pulses),2002-03,Kharif,50,Hectare,30,Tonnes,0.6
Manipur,BISHNUPUR,Peas & beans (Pulses),2003-04,Kharif,50,Hectare,30,Tonnes,0.6
Manipur,CHANDEL,Peas & beans (Pulses),2001-02,Kharif,200,Hectare,100,Tonnes,0.5
Manipur,CHANDEL,Peas & beans (Pulses),2002-03,Kharif,360,Hectare,190,Tonnes,0.527777777777777
Manipur,CHANDEL,Peas & beans (Pulses),2003-04,Kharif,560,Hectare,290,Tonnes,0.517857142857142
Manipur,CHURACHANDPUR,Peas & beans (Pulses),2001-02,Kharif,710,Hectare,360,Tonnes,0.507042253521126
Manipur,CHURACHANDPUR,Peas & beans (Pulses),2002-03,Kharif,430,Hectare,220,Tonnes,0.511627906976744
Manipur,CHURACHANDPUR,Peas & beans (Pulses),2003-04,Kharif,180,Hectare,90,Tonnes,0.5
Manipur,IMPHAL EAST,Peas & beans (Pulses),2001-02,Kharif,1060,Hectare,540,Tonnes,0.50943396226415
Manipur,IMPHAL EAST,Peas & beans (Pulses),2002-03,Kharif,640,Hectare,320,Tonnes,0.5
Manipur,IMPHAL EAST,Peas & beans (Pulses),2003-04,Kharif,670,Hectare,340,Tonnes,0.507462686567164
Manipur,IMPHAL WEST,Peas & beans (Pulses),2001-02,Kharif,140,Hectare,80,Tonnes,0.571428571428571
Manipur,IMPHAL WEST,Peas & beans (Pulses),2002-03,Kharif,520,Hectare,260,Tonnes,0.5
Manipur,IMPHAL WEST,Peas & beans (Pulses),2003-04,Kharif,170,Hectare,90,Tonnes,0.529411764705882
Manipur,SENAPATI,Peas & beans (Pulses),2001-02,Kharif,1110,Hectare,560,Tonnes,0.504504504504504
Manipur,SENAPATI,Peas & beans (Pulses),2002-03,Kharif,840,Hectare,430,Tonnes,0.511904761904761
Manipur,SENAPATI,Peas & beans (Pulses),2003-04,Kharif,960,Hectare,490,Tonnes,0.510416666666666
Manipur,TAMENGLONG,Peas & beans (Pulses),2001-02,Kharif,30,Hectare,20,Tonnes,0.666666666666666
Manipur,TAMENGLONG,Peas & beans (Pulses),2002-03,Kharif,100,Hectare,50,Tonnes,0.5
Manipur,TAMENGLONG,Peas & beans (Pulses),2003-04,Kharif,80,Hectare,40,Tonnes,0.5
Manipur,THOUBAL,Peas & beans (Pulses),2001-02,Kharif,670,Hectare,340,Tonnes,0.507462686567164
Manipur,THOUBAL,Peas & beans (Pulses),2002-03,Kharif,740,Hectare,380,Tonnes,0.513513513513513
Manipur,THOUBAL,Peas & beans (Pulses),2003-04,Kharif,730,Hectare,370,Tonnes,0.506849315068493
Manipur,UKHRUL,Peas & beans (Pulses),2002-03,Kharif,430,Hectare,220,Tonnes,0.511627906976744
Manipur,UKHRUL,Peas & beans (Pulses),2003-04,Kharif,580,Hectare,290,Tonnes,0.5
Manipur,THOUBAL,Turmeric,2002-03,Whole Year,10,Hectare,10,Tonnes,1
Manipur,THOUBAL,Turmeric,2003-04,Whole Year,40,Hectare,30,Tonnes,0.75
Manipur,UKHRUL,Turmeric,2002-03,Whole Year,40,Hectare,30,Tonnes,0.75
Manipur,UKHRUL,Turmeric,2003-04,Whole Year,120,Hectare,80,Tonnes,0.666666666666666
Meghalaya,EAST GARO HILLS,Arecanut,2001-02,Whole Year,846,Hectare,943,Tonnes,1.11465721040189
Meghalaya,EAST GARO HILLS,Arecanut,2003-04,Whole Year,787,Hectare,885,Tonnes,1.12452350698856
Meghalaya,EAST JAINTIA HILLS,Arecanut,2001-02,Whole Year,1580,Hectare,3161,Tonnes,2.0006329113924
Meghalaya,EAST JAINTIA HILLS,Arecanut,2003-04,Whole Year,1591,Hectare,3188,Tonnes,2.00377121307353
